"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","ISR","Israel","2000","2000",0.63,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","ISR","Israel","2001","2001",0.69,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","ISR","Israel","2002","2002",0.71,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","ISR","Israel","2003","2003",0.83,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","ISR","Israel","2004","2004",0.81,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","ISR","Israel","2005","2005",0.76,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","ISR","Israel","2006","2006",0.6,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","ISR","Israel","2007","2007",0.6,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","ISR","Israel","2008","2008",0.59,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","ISR","Israel","2009","2009",0.56,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","ISR","Israel","2010","2010",0.56,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","ISR","Israel","2011","2011",0.56,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","ISR","Israel","2012","2012",0.54,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","ISR","Israel","2013","2013",0.53,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","ISR","Israel","2014","2014",0.52,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","ISR","Israel","2015","2015",0.49,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","ISR","Israel","2016","2016",0.5,,
"HOPITPOH","Beds in publicly owned hospitals","RTOINPNB","Per 1 000 population","ISR","Israel","2000","2000",2.75,,
"HOPITPOH","Beds in publicly owned hospitals","RTOINPNB","Per 1 000 population","ISR","Israel","2001","2001",2.71,,
"HOPITPOH","Beds in publicly owned hospitals","RTOINPNB","Per 1 000 population","ISR","Israel","2002","2002",2.66,,
"HOPITPOH","Beds in publicly owned hospitals","RTOINPNB","Per 1 000 population","ISR","Israel","2003","2003",2.67,,
"HOPITPOH","Beds in publicly owned hospitals","RTOINPNB","Per 1 000 population","ISR","Israel","2004","2004",2.63,,
"HOPITPOH","Beds in publicly owned hospitals","RTOINPNB","Per 1 000 population","ISR","Israel","2005","2005",2.6,,
"HOPITPOH","Beds in publicly owned hospitals","RTOINPNB","Per 1 000 population","ISR","Israel","2006","2006",2.42,,
"HOPITPOH","Beds in publicly owned hospitals","RTOINPNB","Per 1 000 population","ISR","Israel","2007","2007",2.38,,
"HOPITPOH","Beds in publicly owned hospitals","RTOINPNB","Per 1 000 population","ISR","Israel","2008","2008",2.33,,
"HOPITPOH","Beds in publicly owned hospitals","RTOINPNB","Per 1 000 population","ISR","Israel","2009","2009",2.27,,
"HOPITPOH","Beds in publicly owned hospitals","RTOINPNB","Per 1 000 population","ISR","Israel","2010","2010",2.25,,
"HOPITPOH","Beds in publicly owned hospitals","RTOINPNB","Per 1 000 population","ISR","Israel","2011","2011",2.21,,
"HOPITPOH","Beds in publicly owned hospitals","RTOINPNB","Per 1 000 population","ISR","Israel","2012","2012",2.19,,
"HOPITPOH","Beds in publicly owned hospitals","RTOINPNB","Per 1 000 population","ISR","Israel","2013","2013",2.17,,
"HOPITPOH","Beds in publicly owned hospitals","RTOINPNB","Per 1 000 population","ISR","Israel","2014","2014",2.16,,
"HOPITPOH","Beds in publicly owned hospitals","RTOINPNB","Per 1 000 population","ISR","Israel","2015","2015",2.12,,
"HOPITPOH","Beds in publicly owned hospitals","RTOINPNB","Per 1 000 population","ISR","Israel","2016","2016",2.12,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","ISR","Israel","2000","2000",0.6,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","ISR","Israel","2001","2001",0.59,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","ISR","Israel","2002","2002",0.58,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","ISR","Israel","2003","2003",0.67,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","ISR","Israel","2004","2004",0.68,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","ISR","Israel","2005","2005",0.68,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","ISR","Israel","2006","2006",0.67,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","ISR","Israel","2007","2007",0.66,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","ISR","Israel","2008","2008",0.65,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","ISR","Israel","2009","2009",0.55,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","ISR","Israel","2010","2010",0.54,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","ISR","Israel","2011","2011",0.57,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","ISR","Israel","2012","2012",0.55,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","ISR","Israel","2013","2013",0.57,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","ISR","Israel","2014","2014",0.56,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","ISR","Israel","2015","2015",0.56,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","ISR","Israel","2016","2016",0.56,,
"HOPIFROH","Beds in for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","ISR","Israel","2000","2000",0.45,,
"HOPIFROH","Beds in for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","ISR","Israel","2001","2001",0.5,,
"HOPIFROH","Beds in for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","ISR","Israel","2002","2002",0.52,,
"HOPIFROH","Beds in for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","ISR","Israel","2003","2003",0.51,,
"HOPIFROH","Beds in for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","ISR","Israel","2004","2004",0.5,,
"HOPIFROH","Beds in for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","ISR","Israel","2005","2005",0.45,,
"HOPIFROH","Beds in for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","ISR","Israel","2006","2006",0.31,,
"HOPIFROH","Beds in for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","ISR","Israel","2007","2007",0.32,,
"HOPIFROH","Beds in for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","ISR","Israel","2008","2008",0.31,,
"HOPIFROH","Beds in for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","ISR","Israel","2009","2009",0.37,,
"HOPIFROH","Beds in for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","ISR","Israel","2010","2010",0.37,,
"HOPIFROH","Beds in for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","ISR","Israel","2011","2011",0.37,,
"HOPIFROH","Beds in for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","ISR","Israel","2012","2012",0.36,,
"HOPIFROH","Beds in for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","ISR","Israel","2013","2013",0.36,,
"HOPIFROH","Beds in for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","ISR","Israel","2014","2014",0.35,,
"HOPIFROH","Beds in for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","ISR","Israel","2015","2015",0.34,,
"HOPIFROH","Beds in for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","ISR","Israel","2016","2016",0.34,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","RUS","Russia","2000","2000",11.4,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","RUS","Russia","2001","2001",11.33,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","RUS","Russia","2002","2002",11.15,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","RUS","Russia","2003","2003",11.04,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","RUS","Russia","2004","2004",11.13,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","RUS","Russia","2005","2005",11.01,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","RUS","Russia","2006","2006",10.9,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","RUS","Russia","2007","2007",10.71,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","RUS","Russia","2008","2008",9.85,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","RUS","Russia","2009","2009",9.68,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","RUS","Russia","2010","2010",9.41,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","RUS","Russia","2011","2011",9.42,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","RUS","Russia","2012","2012",9.3,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","RUS","Russia","2013","2013",9.07,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","RUS","Russia","2014","2014",8.81,"B","Break"
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","RUS","Russia","2015","2015",8.48,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2000","2000",5.4,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2001","2001",5.16,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2002","2002",5.09,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2003","2003",4.96,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2004","2004",4.8,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2005","2005",4.83,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2006","2006",4.77,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2007","2007",4.66,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2008","2008",4.74,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2009","2009",4.6,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2010","2010",4.57,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2011","2011",4.62,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2012","2012",4.54,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2013","2013",4.55,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2014","2014",4.54,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2015","2015",4.51,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2000","2000",5.23,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2001","2001",4.99,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2002","2002",4.89,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2003","2003",4.75,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2004","2004",4.59,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2005","2005",4.61,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2006","2006",4.55,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2007","2007",4.45,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2008","2008",4.52,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2009","2009",4.37,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2010","2010",4.33,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2011","2011",4.34,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2012","2012",4.28,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2013","2013",4.25,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2014","2014",4.24,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2015","2015",4.22,,
"HOPILIPS","Psychiatric care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2000","2000",0.77,,
"HOPILIPS","Psychiatric care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2001","2001",0.75,,
"HOPILIPS","Psychiatric care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2002","2002",0.74,,
"HOPILIPS","Psychiatric care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2003","2003",0.74,,
"HOPILIPS","Psychiatric care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2004","2004",0.74,,
"HOPILIPS","Psychiatric care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2005","2005",0.74,,
"HOPILIPS","Psychiatric care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2006","2006",0.71,,
"HOPILIPS","Psychiatric care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2007","2007",0.68,,
"HOPILIPS","Psychiatric care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2008","2008",0.69,,
"HOPILIPS","Psychiatric care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2009","2009",0.66,,
"HOPILIPS","Psychiatric care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2010","2010",0.65,,
"HOPILIPS","Psychiatric care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2011","2011",0.65,,
"HOPILIPS","Psychiatric care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2012","2012",0.67,,
"HOPILIPS","Psychiatric care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2013","2013",0.66,,
"HOPILIPS","Psychiatric care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2014","2014",0.66,,
"HOPILIPS","Psychiatric care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2015","2015",0.67,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2000","2000",0,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2001","2001",0,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2002","2002",0.03,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2003","2003",0.04,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2004","2004",0.04,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2005","2005",0.05,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2006","2006",0.04,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2007","2007",0.04,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2008","2008",0.05,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2009","2009",0.06,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2010","2010",0.07,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2011","2011",0.12,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2012","2012",0.11,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2013","2013",0.15,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2014","2014",0.15,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2015","2015",0.15,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2000","2000",0.08,"B","Break"
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2001","2001",0.08,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2002","2002",0.07,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2003","2003",0.07,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2004","2004",0.07,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2005","2005",0.07,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2006","2006",0.07,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2007","2007",0.07,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2008","2008",0.07,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2009","2009",0.07,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2010","2010",0.07,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2011","2011",0.07,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2012","2012",0.06,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2013","2013",0.06,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2014","2014",0.06,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2015","2015",0.06,,
"HOPITPOH","Beds in publicly owned hospitals","RTOINPNB","Per 1 000 population","SVN","Slovenia","2010","2010",4.52,,
"HOPITPOH","Beds in publicly owned hospitals","RTOINPNB","Per 1 000 population","SVN","Slovenia","2011","2011",4.57,,
"HOPITPOH","Beds in publicly owned hospitals","RTOINPNB","Per 1 000 population","SVN","Slovenia","2012","2012",4.5,,
"HOPITPOH","Beds in publicly owned hospitals","RTOINPNB","Per 1 000 population","SVN","Slovenia","2013","2013",4.5,,
"HOPITPOH","Beds in publicly owned hospitals","RTOINPNB","Per 1 000 population","SVN","Slovenia","2014","2014",4.49,,
"HOPITPOH","Beds in publicly owned hospitals","RTOINPNB","Per 1 000 population","SVN","Slovenia","2015","2015",4.47,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","SVN","Slovenia","2010","2010",0,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","SVN","Slovenia","2011","2011",0,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","SVN","Slovenia","2012","2012",0,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","SVN","Slovenia","2013","2013",0,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","SVN","Slovenia","2014","2014",0,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","SVN","Slovenia","2015","2015",0,,
"HOPIFROH","Beds in for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","SVN","Slovenia","2010","2010",0.05,,
"HOPIFROH","Beds in for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","SVN","Slovenia","2011","2011",0.05,,
"HOPIFROH","Beds in for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","SVN","Slovenia","2012","2012",0.05,,
"HOPIFROH","Beds in for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","SVN","Slovenia","2013","2013",0.05,,
"HOPIFROH","Beds in for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","SVN","Slovenia","2014","2014",0.05,,
"HOPIFROH","Beds in for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","SVN","Slovenia","2015","2015",0.05,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","ZAF","South Africa","2002","2002",3.13,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","ZAF","South Africa","2004","2004",2.89,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","ZAF","South Africa","2007","2007",2.42,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","ZAF","South Africa","2008","2008",2.4,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","ZAF","South Africa","2010","2010",2.31,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","LTU","Lithuania","2000","2000",0,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","LTU","Lithuania","2001","2001",0,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","LTU","Lithuania","2002","2002",0,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","LTU","Lithuania","2003","2003",0,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","LTU","Lithuania","2004","2004",0,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","LTU","Lithuania","2005","2005",0,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","LTU","Lithuania","2006","2006",0,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","LTU","Lithuania","2007","2007",0,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","LTU","Lithuania","2008","2008",0,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","LTU","Lithuania","2009","2009",0,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","LTU","Lithuania","2010","2010",0,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","LTU","Lithuania","2011","2011",0,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","LTU","Lithuania","2012","2012",0,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","LTU","Lithuania","2013","2013",0,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","LTU","Lithuania","2014","2014",0,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","LTU","Lithuania","2015","2015",0,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","LTU","Lithuania","2000","2000",0.64,"D","Difference in methodology"
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","LTU","Lithuania","2001","2001",0.61,"D","Difference in methodology"
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","LTU","Lithuania","2002","2002",0.59,"D","Difference in methodology"
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","LTU","Lithuania","2003","2003",0.5,"D","Difference in methodology"
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","LTU","Lithuania","2004","2004",0.42,"D","Difference in methodology"
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","LTU","Lithuania","2005","2005",0.39,"D","Difference in methodology"
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","LTU","Lithuania","2006","2006",0.39,"D","Difference in methodology"
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","LTU","Lithuania","2007","2007",0.4,"D","Difference in methodology"
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","LTU","Lithuania","2008","2008",0.4,"D","Difference in methodology"
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","LTU","Lithuania","2009","2009",0.39,"D","Difference in methodology"
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","LTU","Lithuania","2010","2010",0.37,"D","Difference in methodology"
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","LTU","Lithuania","2011","2011",0.4,"D","Difference in methodology"
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","LTU","Lithuania","2012","2012",0.38,"D","Difference in methodology"
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","LTU","Lithuania","2013","2013",0.33,"D","Difference in methodology"
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","LTU","Lithuania","2014","2014",0.33,"D","Difference in methodology"
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","LTU","Lithuania","2015","2015",0.32,"D","Difference in methodology"
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","LVA","Latvia","2000","2000",20291,"B","Break"
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","LVA","Latvia","2001","2001",18860,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","LVA","Latvia","2002","2002",17577,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","LVA","Latvia","2003","2003",17307,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","LVA","Latvia","2004","2004",17020,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","LVA","Latvia","2005","2005",16784,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","LVA","Latvia","2006","2006",16484,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","LVA","Latvia","2007","2007",16155,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","LVA","Latvia","2008","2008",15853,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","LVA","Latvia","2009","2009",13572,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","LVA","Latvia","2010","2010",11154,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","LVA","Latvia","2011","2011",11061,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","LVA","Latvia","2012","2012",10912,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","LVA","Latvia","2013","2013",10597,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","LVA","Latvia","2014","2014",10170,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","LVA","Latvia","2015","2015",10141,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","LTU","Lithuania","2000","2000",8.83,,
